TSLA FOX GE DIS JPM AMGN
214.30,30.61,30.36,115.91,66.51,154.50
207.19,30.02,30.28,114.83,65.55,151.55
212.94,30.36,30.16,116.20,66.50,150.97
219.08,30.34,30.67,116.51,67.34,156.86
216.50,30.33,30.12,117.41,67.68,158.36
225.33,29.70,29.75,116.41,67.38,159.63
232.36,30.08,29.92,115.66,68.45,160.46
231.77,29.87,29.63,113.07,66.44,161.22
231.63,29.95,29.54,113.25,65.84,161.88
208.35,31.50,29.59,115.54,65.78,162.46
